depcity,arrcity,fare,deplocation,arrlocation,deptime,arrtime,duration,depdate,scrapedate
"Dallas/Fort Worth, TX","Little Rock, AR",$20.00 ,"710 Davis St, Grand Prairie",Exxon I-30 Super Store - 612 E Roosevelt Rd,6:00 AM,11:45 AM,5hrs 45mins,5/28/2014,5/14/2014
"Dallas/Fort Worth, TX","Little Rock, AR",$20.00 ,"DART East Transfer Center, 330 North Olive Street",Exxon I-30 Super Store - 612 E Roosevelt Rd,6:35 AM,11:45 AM,5hrs 10mins,5/28/2014,5/14/2014
"Dallas/Fort Worth, TX","Little Rock, AR",$20.00 ,"710 Davis St, Grand Prairie",Exxon I-30 Super Store - 612 E Roosevelt Rd,11:10 AM,4:55 PM,5hrs 45mins,5/28/2014,5/14/2014
"Dallas/Fort Worth, TX","Little Rock, AR",$20.00 ,"DART East Transfer Center, 330 North Olive Street",Exxon I-30 Super Store - 612 E Roosevelt Rd,11:45 AM,4:55 PM,5hrs 10mins,5/28/2014,5/14/2014
"Dallas/Fort Worth, TX","Little Rock, AR",$20.00 ,"710 Davis St, Grand Prairie",Exxon I-30 Super Store - 612 E Roosevelt Rd,11:20 PM,5:05 AM,5hrs 45mins,5/28/2014,5/14/2014
"Dallas/Fort Worth, TX","Little Rock, AR",$20.00 ,"DART East Transfer Center, 330 North Olive Street",Exxon I-30 Super Store - 612 E Roosevelt Rd,11:55 PM,5:05 AM,5hrs 10mins,5/28/2014,5/14/2014
"Dallas/Fort Worth, TX","Memphis, TN",$20.00 ,"710 Davis St, Grand Prairie",MATA North End Terminal,6:00 AM,2:20 PM,8hrs 20mins,5/28/2014,5/14/2014
"Dallas/Fort Worth, TX","Memphis, TN",$20.00 ,"DART East Transfer Center, 330 North Olive Street",MATA North End Terminal,6:35 AM,2:20 PM,7hrs 45mins,5/28/2014,5/14/2014
"Dallas/Fort Worth, TX","Memphis, TN",$20.00 ,"710 Davis St, Grand Prairie",MATA North End Terminal,11:10 AM,7:55 PM,8hrs 45mins,5/28/2014,5/14/2014
"Dallas/Fort Worth, TX","Memphis, TN",$20.00 ,"DART East Transfer Center, 330 North Olive Street",MATA North End Terminal,11:45 AM,7:55 PM,8hrs 10mins,5/28/2014,5/14/2014
"Dallas/Fort Worth, TX","Memphis, TN",$20.00 ,"710 Davis St, Grand Prairie",MATA North End Terminal,11:20 PM,8:05 AM,8hrs 45mins,5/28/2014,5/14/2014
"Dallas/Fort Worth, TX","Memphis, TN",$20.00 ,"DART East Transfer Center, 330 North Olive Street",MATA North End Terminal,11:55 PM,8:05 AM,8hrs 10mins,5/28/2014,5/14/2014
"Dallas/Fort Worth, TX","San Antonio, TX",$5.00 ,"710 Davis St, Grand Prairie",South corner of 4th St and Broadway St,5:45 AM,11:05 AM,5hrs 20mins,5/28/2014,5/14/2014
"Dallas/Fort Worth, TX","San Antonio, TX",$5.00 ,"DART East Transfer Center, 330 North Olive Street",South corner of 4th St and Broadway St,6:25 AM,11:05 AM,4hrs 40mins,5/28/2014,5/14/2014
"Dallas/Fort Worth, TX","San Antonio, TX",$10.00 ,"710 Davis St, Grand Prairie",South corner of 4th St and Broadway St,1:00 PM,6:20 PM,5hrs 20mins,5/28/2014,5/14/2014
"Dallas/Fort Worth, TX","San Antonio, TX",$10.00 ,"DART East Transfer Center, 330 North Olive Street",South corner of 4th St and Broadway St,1:40 PM,6:20 PM,4hrs 40mins,5/28/2014,5/14/2014
"Dallas/Fort Worth, TX","San Antonio, TX",$10.00 ,"710 Davis St, Grand Prairie",South corner of 4th St and Broadway St,8:30 PM,1:45 AM,5hrs 15mins,5/28/2014,5/14/2014
"Dallas/Fort Worth, TX","San Antonio, TX",$10.00 ,"DART East Transfer Center, 330 North Olive Street",South corner of 4th St and Broadway St,9:05 PM,1:45 AM,4hrs 40mins,5/28/2014,5/14/2014
"Dallas/Fort Worth, TX","St Louis, MO",$90.00 ,"710 Davis St, Grand Prairie",West of Union Station - East Side of 21st St near Clark Ave,11:10 AM,2:55 AM,15hrs 45mins,5/28/2014,5/14/2014
"Dallas/Fort Worth, TX","St Louis, MO",$90.00 ,"DART East Transfer Center, 330 North Olive Street",West of Union Station - East Side of 21st St near Clark Ave,11:45 AM,2:55 AM,15hrs 10mins,5/28/2014,5/14/2014
"Dallas/Fort Worth, TX","St Louis, MO",$40.00 ,"710 Davis St, Grand Prairie",West of Union Station - East Side of 21st St near Clark Ave,11:20 PM,3:05 PM,15hrs 45mins,5/28/2014,5/14/2014
"Dallas/Fort Worth, TX","St Louis, MO",$40.00 ,"DART East Transfer Center, 330 North Olive Street",West of Union Station - East Side of 21st St near Clark Ave,11:55 PM,3:05 PM,15hrs 10mins,5/28/2014,5/14/2014
"Des Moines, IA","Chicago, IL",$50.00 ,Center St Park and Ride Bus Ramp,Union Station S Canal St south of Jackson Blvd.,12:40 AM,7:10 AM,6hrs 30mins,5/28/2014,5/14/2014
"Des Moines, IA","Chicago, IL",$34.00 ,Center St Park and Ride Bus Ramp,Union Station S Canal St south of Jackson Blvd.,11:30 AM,6:00 PM,6hrs 30mins,5/28/2014,5/14/2014
"Des Moines, IA","Iowa City, IA",$19.00 ,Center St Park and Ride Bus Ramp,S Dubuque St. & East Court St.,12:40 AM,3:00 AM,2hrs 20mins,5/28/2014,5/14/2014
"Des Moines, IA","Iowa City, IA",$17.00 ,Center St Park and Ride Bus Ramp,S Dubuque St. & East Court St.,11:30 AM,2:00 PM,2hrs 30mins,5/28/2014,5/14/2014
"Des Moines, IA","Omaha, NE",$5.00 ,Center St Park and Ride Bus Ramp,Crossroads Mall - N 72nd St between Dodge St and Cass St,4:30 AM,6:50 AM,2hrs 20mins,5/28/2014,5/14/2014
"Des Moines, IA","Omaha, NE",$10.00 ,Center St Park and Ride Bus Ramp,Crossroads Mall - N 72nd St between Dodge St and Cass St,5:35 PM,7:55 PM,2hrs 20mins,5/28/2014,5/14/2014
"Detroit, MI","Chicago, IL",$15.00 ,Cass Avenue & Warren Ave,Union Station S Canal St south of Jackson Blvd.,12:10 AM,6:10 AM,7hrs 0mins,5/28/2014,5/14/2014
"Detroit, MI","Chicago, IL",$15.00 ,Rosa Parks Transit Center,Union Station S Canal St south of Jackson Blvd.,8:30 AM,1:05 PM,5hrs 35mins,5/28/2014,5/14/2014
"Detroit, MI","Chicago, IL",$15.00 ,Cass Avenue & Warren Ave,Union Station S Canal St south of Jackson Blvd.,8:40 AM,1:05 PM,5hrs 25mins,5/28/2014,5/14/2014
"Detroit, MI","Chicago, IL",$15.00 ,Rosa Parks Transit Center,Union Station S Canal St south of Jackson Blvd.,2:30 PM,7:05 PM,5hrs 35mins,5/28/2014,5/14/2014
"Detroit, MI","Chicago, IL",$15.00 ,Cass Avenue & Warren Ave,Union Station S Canal St south of Jackson Blvd.,2:50 PM,7:05 PM,5hrs 15mins,5/28/2014,5/14/2014
"Detroit, MI","Chicago, IL",$10.00 ,Rosa Parks Transit Center,Union Station S Canal St south of Jackson Blvd.,7:00 PM,11:35 PM,5hrs 35mins,5/28/2014,5/14/2014
"Detroit, MI","Chicago, IL",$10.00 ,Cass Avenue & Warren Ave,Union Station S Canal St south of Jackson Blvd.,7:10 PM,11:35 PM,5hrs 25mins,5/28/2014,5/14/2014
"Detroit, MI","East Lansing, MI",$7.00 ,Cass Avenue & Warren Ave,East Lansing Train Station - 1240 S Harrison Rd,12:10 AM,2:00 AM,1hrs 50mins,5/28/2014,5/14/2014
"Detroit, MI","Grand Rapids, MI",$7.00 ,Cass Avenue & Warren Ave,Parking lot on SW corner of intersection of Market St SW and Wealthy St SW,12:10 AM,3:55 AM,3hrs 45mins,5/28/2014,5/14/2014
"Durham, NC","Athens, GA",$1.00 ,Willard St. outside of Durham Station Transportation Center,Athens Multi-Modal Trans. Ctr - 775 East Broad St,7:00 AM,3:30 PM,8hrs 30mins,5/28/2014,5/14/2014
"Durham, NC","Athens, GA",$1.00 ,Willard St. outside of Durham Station Transportation Center,Athens Multi-Modal Trans. Ctr - 775 East Broad St,10:30 PM,6:10 AM,7hrs 40mins,5/28/2014,5/14/2014
"Durham, NC","Atlanta, GA",$1.00 ,Willard St. outside of Durham Station Transportation Center,MARTA Civic Center - 435 W Peachtree St NW,7:00 AM,5:20 PM,10hrs 20mins,5/28/2014,5/14/2014
"Durham, NC","Atlanta, GA",$1.00 ,Willard St. outside of Durham Station Transportation Center,MARTA Civic Center - 435 W Peachtree St NW,5:30 PM,2:15 AM,8hrs 45mins,5/28/2014,5/14/2014
"Durham, NC","Atlanta, GA",$1.00 ,Willard St. outside of Durham Station Transportation Center,MARTA Civic Center - 435 W Peachtree St NW,10:30 PM,8:00 AM,9hrs 30mins,5/28/2014,5/14/2014
"Durham, NC","Charlotte, NC",$22.00 ,Willard St. outside of Durham Station Transportation Center,S Brevard St outside of Charlotte Trans Ctr,3:50 AM,6:50 AM,3hrs 0mins,5/28/2014,5/14/2014
"Durham, NC","Charlotte, NC",$22.00 ,Willard St. outside of Durham Station Transportation Center,S Brevard St outside of Charlotte Trans Ctr,12:10 PM,3:10 PM,3hrs 0mins,5/28/2014,5/14/2014
"Durham, NC","Columbia, SC",$1.00 ,Willard St. outside of Durham Station Transportation Center,Sumter Street Transit Station,7:00 AM,12:30 PM,5hrs 30mins,5/28/2014,5/14/2014
"Durham, NC","Columbia, SC",$1.00 ,Willard St. outside of Durham Station Transportation Center,Sumter Street Transit Station,5:30 PM,10:30 PM,5hrs 0mins,5/28/2014,5/14/2014
"Durham, NC","Columbia, SC",$1.00 ,Willard St. outside of Durham Station Transportation Center,Sumter Street Transit Station,10:30 PM,3:00 AM,4hrs 30mins,5/28/2014,5/14/2014
"Durham, NC","Fayetteville, NC",$1.00 ,Willard St. outside of Durham Station Transportation Center,Fayetteville Transit Center,7:00 AM,8:50 AM,1hrs 50mins,5/28/2014,5/14/2014
"Durham, NC","Fayetteville, NC",$1.00 ,Willard St. outside of Durham Station Transportation Center,Fayetteville Transit Center,5:30 PM,7:20 PM,1hrs 50mins,5/28/2014,5/14/2014
"Durham, NC","Fayetteville, NC",$1.00 ,Willard St. outside of Durham Station Transportation Center,Fayetteville Transit Center,10:30 PM,12:10 AM,1hrs 40mins,5/28/2014,5/14/2014
"Durham, NC","New York, NY",$72.00 ,Willard St. outside of Durham Station Transportation Center,7th Ave & 28th St.,1:00 PM,12:40 AM,11hrs 40mins,5/28/2014,5/14/2014
"Durham, NC","Richmond, VA",$22.00 ,Willard St. outside of Durham Station Transportation Center,The Plaza at Main Street Station,1:00 AM,3:35 AM,2hrs 35mins,5/28/2014,5/14/2014
"Durham, NC","Richmond, VA",$24.00 ,Willard St. outside of Durham Station Transportation Center,The Plaza at Main Street Station,1:00 PM,3:35 PM,2hrs 35mins,5/28/2014,5/14/2014
"Durham, NC","Richmond, VA",$24.00 ,Willard St. outside of Durham Station Transportation Center,The Plaza at Main Street Station,6:00 PM,8:35 PM,2hrs 35mins,5/28/2014,5/14/2014
"Durham, NC","Washington, DC",$31.00 ,Willard St. outside of Durham Station Transportation Center,Union Station.,1:00 AM,5:50 AM,4hrs 50mins,5/28/2014,5/14/2014
"Durham, NC","Washington, DC",$21.00 ,Willard St. outside of Durham Station Transportation Center,Union Station.,1:00 PM,5:40 PM,4hrs 40mins,5/28/2014,5/14/2014
"Durham, NC","Washington, DC",$21.00 ,Willard St. outside of Durham Station Transportation Center,Union Station.,6:00 PM,10:40 PM,4hrs 40mins,5/28/2014,5/14/2014
"East Lansing, MI","Chicago, IL",$15.00 ,East Lansing Train Station - 1240 S Harrison Rd,Union Station S Canal St south of Jackson Blvd.,2:00 AM,6:10 AM,5hrs 10mins,5/28/2014,5/14/2014
"East Lansing, MI","Chicago, IL",$10.00 ,East Lansing Train Station - 1240 S Harrison Rd,Union Station S Canal St south of Jackson Blvd.,10:15 AM,2:15 PM,5hrs 0mins,5/28/2014,5/14/2014
"East Lansing, MI","Chicago, IL",$5.00 ,East Lansing Train Station - 1240 S Harrison Rd,Union Station S Canal St south of Jackson Blvd.,5:00 PM,9:00 PM,5hrs 0mins,5/28/2014,5/14/2014
"East Lansing, MI","Detroit, MI",$7.00 ,East Lansing Train Station - 1240 S Harrison Rd,Cass Avenue & Warren Ave,4:10 AM,6:00 AM,1hrs 50mins,5/28/2014,5/14/2014
"East Lansing, MI","Detroit, MI",$7.00 ,East Lansing Train Station - 1240 S Harrison Rd,Rosa Parks Transit Center,4:10 AM,6:10 AM,2hrs 0mins,5/28/2014,5/14/2014
"East Lansing, MI","Grand Rapids, MI",$15.00 ,East Lansing Train Station - 1240 S Harrison Rd,Parking lot on SW corner of intersection of Market St SW and Wealthy St SW,2:00 AM,3:55 AM,1hrs 55mins,5/28/2014,5/14/2014
"Erie, PA","Atlanta, GA",$89.00 ,PSU Erie - Erie Lot (on College Dr next to tennis courts),MARTA Civic Center - 435 W Peachtree St NW,12:30 AM,6:05 PM,17hrs 35mins,5/28/2014,5/14/2014
"Erie, PA","Atlanta, GA",$89.00 ,PSU Erie - Erie Lot (on College Dr next to tennis courts),MARTA Civic Center - 435 W Peachtree St NW,12:30 PM,6:05 AM,17hrs 35mins,5/28/2014,5/14/2014
"Erie, PA","Buffalo, NY",$17.00 ,PSU Erie - Erie Lot (on College Dr next to tennis courts),Downtown Terminal,6:45 AM,8:45 AM,2hrs 0mins,5/28/2014,5/14/2014
"Erie, PA","Buffalo, NY",$5.00 ,PSU Erie - Erie Lot (on College Dr next to tennis courts),Downtown Terminal,6:45 PM,8:45 PM,2hrs 0mins,5/28/2014,5/14/2014
"Erie, PA","Chattanooga, TN",$74.00 ,PSU Erie - Erie Lot (on College Dr next to tennis courts),Eastgate Complex - 5600 Brainerd Rd.,12:30 AM,3:45 PM,15hrs 15mins,5/28/2014,5/14/2014
"Erie, PA","Chattanooga, TN",$69.00 ,PSU Erie - Erie Lot (on College Dr next to tennis courts),Eastgate Complex - 5600 Brainerd Rd.,12:30 PM,3:45 AM,15hrs 15mins,5/28/2014,5/14/2014
"Erie, PA","Cincinnati, OH",$10.00 ,PSU Erie - Erie Lot (on College Dr next to tennis courts),1213 W Central Parkway,12:30 AM,7:45 AM,7hrs 15mins,5/28/2014,5/14/2014
"Erie, PA","Cincinnati, OH",$22.00 ,PSU Erie - Erie Lot (on College Dr next to tennis courts),1213 W Central Parkway,12:30 PM,7:45 PM,7hrs 15mins,5/28/2014,5/14/2014
"Erie, PA","Cleveland, OH",$7.00 ,PSU Erie - Erie Lot (on College Dr next to tennis courts),"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",12:30 AM,2:30 AM,2hrs 0mins,5/28/2014,5/14/2014
"Erie, PA","Cleveland, OH",$9.00 ,PSU Erie - Erie Lot (on College Dr next to tennis courts),"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",12:30 PM,2:30 PM,2hrs 0mins,5/28/2014,5/14/2014
"Erie, PA","Columbus, OH",$10.00 ,PSU Erie - Erie Lot (on College Dr next to tennis courts),SE corner of Spring St and 4th St,12:30 AM,5:30 AM,5hrs 0mins,5/28/2014,5/14/2014
"Erie, PA","Columbus, OH",$10.00 ,PSU Erie - Erie Lot (on College Dr next to tennis courts),SE corner of Spring St and 4th St,12:30 PM,5:30 PM,5hrs 0mins,5/28/2014,5/14/2014
"Erie, PA","Knoxville, TN",$59.00 ,PSU Erie - Erie Lot (on College Dr next to tennis courts),Knoxville Transit Center,12:30 AM,1:55 PM,13hrs 25mins,5/28/2014,5/14/2014
"Erie, PA","Knoxville, TN",$59.00 ,PSU Erie - Erie Lot (on College Dr next to tennis courts),Knoxville Transit Center,12:30 PM,1:55 AM,13hrs 25mins,5/28/2014,5/14/2014
"Erie, PA","Lexington, KY",$74.00 ,PSU Erie - Erie Lot (on College Dr next to tennis courts),Lextran Transit Ctr - High Street side  185 East High Street,12:30 AM,10:25 AM,9hrs 55mins,5/28/2014,5/14/2014
"Erie, PA","Lexington, KY",$59.00 ,PSU Erie - Erie Lot (on College Dr next to tennis courts),Lextran Transit Ctr - High Street side  185 East High Street,12:30 PM,10:25 PM,9hrs 55mins,5/28/2014,5/14/2014
"Fairhaven, MA","New York, NY",$13.00 ,Dattco Fairhaven Bus Terminal,7th Ave & 28th St.,5:30 AM,10:30 AM,5hrs 0mins,5/28/2014,5/14/2014
"Fairhaven, MA","New York, NY",$10.00 ,Dattco Fairhaven Bus Terminal,7th Ave & 28th St.,11:10 AM,4:15 PM,5hrs 5mins,5/28/2014,5/14/2014
"Fairhaven, MA","Providence, RI",$10.00 ,Dattco Fairhaven Bus Terminal,Fountain St. between Union St and Eddy St.,5:30 AM,6:15 AM,0hrs 45mins,5/28/2014,5/14/2014
"Fairhaven, MA","Providence, RI",$10.00 ,Dattco Fairhaven Bus Terminal,Fountain St. between Union St and Eddy St.,11:10 AM,12:00 PM,0hrs 50mins,5/28/2014,5/14/2014
"Fayetteville, NC","Athens, GA",$1.00 ,Fayetteville Transit Center,Athens Multi-Modal Trans. Ctr - 775 East Broad St,12:10 AM,6:10 AM,6hrs 0mins,5/28/2014,5/14/2014
"Fayetteville, NC","Athens, GA",$1.00 ,Fayetteville Transit Center,Athens Multi-Modal Trans. Ctr - 775 East Broad St,8:50 AM,3:30 PM,6hrs 40mins,5/28/2014,5/14/2014
"Fayetteville, NC","Atlanta, GA",$1.00 ,Fayetteville Transit Center,MARTA Civic Center - 435 W Peachtree St NW,12:10 AM,8:00 AM,7hrs 50mins,5/28/2014,5/14/2014
"Fayetteville, NC","Atlanta, GA",$1.00 ,Fayetteville Transit Center,MARTA Civic Center - 435 W Peachtree St NW,8:50 AM,5:20 PM,8hrs 30mins,5/28/2014,5/14/2014
"Fayetteville, NC","Atlanta, GA",$1.00 ,Fayetteville Transit Center,MARTA Civic Center - 435 W Peachtree St NW,7:20 PM,2:15 AM,6hrs 55mins,5/28/2014,5/14/2014
"Fayetteville, NC","Columbia, SC",$1.00 ,Fayetteville Transit Center,Sumter Street Transit Station,12:10 AM,3:00 AM,2hrs 50mins,5/28/2014,5/14/2014
"Fayetteville, NC","Columbia, SC",$1.00 ,Fayetteville Transit Center,Sumter Street Transit Station,8:50 AM,12:30 PM,3hrs 40mins,5/28/2014,5/14/2014
"Fayetteville, NC","Columbia, SC",$1.00 ,Fayetteville Transit Center,Sumter Street Transit Station,7:20 PM,10:30 PM,3hrs 10mins,5/28/2014,5/14/2014
"Fayetteville, NC","Durham, NC",$3.00 ,Fayetteville Transit Center,Willard St. outside of Durham Station Transportation Center,4:00 AM,5:30 AM,1hrs 30mins,5/28/2014,5/14/2014
"Fayetteville, NC","Durham, NC",$1.00 ,Fayetteville Transit Center,Willard St. outside of Durham Station Transportation Center,2:35 PM,4:10 PM,1hrs 35mins,5/28/2014,5/14/2014
"Fayetteville, NC","Durham, NC",$1.00 ,Fayetteville Transit Center,Willard St. outside of Durham Station Transportation Center,7:30 PM,9:00 PM,1hrs 30mins,5/28/2014,5/14/2014
"Gainesville, FL","Atlanta, GA",$24.00 ,Hull Rd. Parking Lot across from UF Southwest Rec. Ctr,MARTA Civic Center - 435 W Peachtree St NW,1:30 AM,7:30 AM,6hrs 0mins,5/28/2014,5/14/2014
"Gainesville, FL","Atlanta, GA",$27.00 ,Hull Rd. Parking Lot across from UF Southwest Rec. Ctr,MARTA Civic Center - 435 W Peachtree St NW,11:25 AM,5:45 PM,6hrs 20mins,5/28/2014,5/14/2014
"Gainesville, FL","Mobile, AL",$1.00 ,Hull Rd. Parking Lot across from UF Southwest Rec. Ctr,GM&O Transit Center - 110 Beauregard St,10:30 AM,4:15 PM,6hrs 45mins,5/28/2014,5/14/2014
"Gainesville, FL","Mobile, AL",$1.00 ,Hull Rd. Parking Lot across from UF Southwest Rec. Ctr,GM&O Transit Center - 110 Beauregard St,9:30 PM,3:15 AM,6hrs 45mins,5/28/2014,5/14/2014
"Gainesville, FL","New Orleans, LA",$1.00 ,Hull Rd. Parking Lot across from UF Southwest Rec. Ctr,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,10:30 AM,6:45 PM,9hrs 15mins,5/28/2014,5/14/2014
"Gainesville, FL","New Orleans, LA",$1.00 ,Hull Rd. Parking Lot across from UF Southwest Rec. Ctr,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,9:30 PM,5:45 AM,9hrs 15mins,5/28/2014,5/14/2014
"Gainesville, FL","Orlando, FL",$13.00 ,Hull Rd. Parking Lot across from UF Southwest Rec. Ctr,101-199 N Gertrude Ave,6:40 AM,8:35 AM,1hrs 55mins,5/28/2014,5/14/2014
"Gainesville, FL","Orlando, FL",$13.00 ,Hull Rd. Parking Lot across from UF Southwest Rec. Ctr,101-199 N Gertrude Ave,10:15 AM,12:15 PM,2hrs 0mins,5/28/2014,5/14/2014
"Gainesville, FL","Orlando, FL",$13.00 ,Hull Rd. Parking Lot across from UF Southwest Rec. Ctr,101-199 N Gertrude Ave,6:55 PM,9:00 PM,2hrs 5mins,5/28/2014,5/14/2014
"Gainesville, FL","Orlando, FL",$13.00 ,Hull Rd. Parking Lot across from UF Southwest Rec. Ctr,101-199 N Gertrude Ave,9:45 PM,11:45 PM,2hrs 0mins,5/28/2014,5/14/2014
"Gainesville, FL","Tallahassee, FL",$1.00 ,Hull Rd. Parking Lot across from UF Southwest Rec. Ctr,CK Steele Plaza Gate 24,10:30 AM,1:15 PM,2hrs 45mins,5/28/2014,5/14/2014
"Gainesville, FL","Tallahassee, FL",$1.00 ,Hull Rd. Parking Lot across from UF Southwest Rec. Ctr,CK Steele Plaza Gate 24,9:30 PM,12:15 AM,2hrs 45mins,5/28/2014,5/14/2014
"Grand Rapids, MI","Chicago, IL",$15.00 ,Parking lot on SW corner of intersection of Market St SW and Wealthy St SW,Union Station S Canal St south of Jackson Blvd.,3:55 AM,6:10 AM,3hrs 15mins,5/28/2014,5/14/2014
"Grand Rapids, MI","Chicago, IL",$5.00 ,Parking lot on SW corner of intersection of Market St SW and Wealthy St SW,Union Station S Canal St south of Jackson Blvd.,12:05 PM,2:15 PM,3hrs 10mins,5/28/2014,5/14/2014
"Grand Rapids, MI","Chicago, IL",$5.00 ,Parking lot on SW corner of intersection of Market St SW and Wealthy St SW,Union Station S Canal St south of Jackson Blvd.,6:50 PM,9:00 PM,3hrs 10mins,5/28/2014,5/14/2014
"Grand Rapids, MI","Detroit, MI",$7.00 ,Parking lot on SW corner of intersection of Market St SW and Wealthy St SW,Rosa Parks Transit Center,2:40 AM,6:10 AM,3hrs 30mins,5/28/2014,5/14/2014
"Grand Rapids, MI","Detroit, MI",$7.00 ,Parking lot on SW corner of intersection of Market St SW and Wealthy St SW,Cass Avenue & Warren Ave,2:40 AM,6:00 AM,3hrs 20mins,5/28/2014,5/14/2014
"Grand Rapids, MI","East Lansing, MI",$10.00 ,Parking lot on SW corner of intersection of Market St SW and Wealthy St SW,East Lansing Train Station - 1240 S Harrison Rd,2:40 AM,4:10 AM,1hrs 30mins,5/28/2014,5/14/2014
"Hampton, VA","Baltimore, MD",$15.00 ,Hampton Transit Center - 2 W Pembroke Ave,White Marsh Mall (Opp Red Lobster),2:00 AM,7:15 AM,5hrs 15mins,5/28/2014,5/14/2014
"Hampton, VA","Baltimore, MD",$9.00 ,Hampton Transit Center - 2 W Pembroke Ave,White Marsh Mall (Opp Red Lobster),12:00 PM,5:35 PM,5hrs 35mins,5/28/2014,5/14/2014
"Hampton, VA","Baltimore, MD",$9.00 ,Hampton Transit Center - 2 W Pembroke Ave,White Marsh Mall (Opp Red Lobster),5:40 PM,11:05 PM,5hrs 25mins,5/28/2014,5/14/2014
"Hampton, VA","New York, NY",$55.00 ,Hampton Transit Center - 2 W Pembroke Ave,7th Ave & 28th St.,2:00 AM,12:40 PM,10hrs 40mins,5/28/2014,5/14/2014
"Hampton, VA","New York, NY",$55.00 ,Hampton Transit Center - 2 W Pembroke Ave,7th Ave & 28th St.,12:00 PM,10:40 PM,10hrs 40mins,5/28/2014,5/14/2014
"Hampton, VA","New York, NY",$55.00 ,Hampton Transit Center - 2 W Pembroke Ave,7th Ave & 28th St.,5:40 PM,4:50 AM,11hrs 10mins,5/28/2014,5/14/2014
"Hampton, VA","Newark, DE",$15.00 ,Hampton Transit Center - 2 W Pembroke Ave,U of Delaware - Parking Lot #6 on Christiana Dr,2:00 AM,8:15 AM,6hrs 15mins,5/28/2014,5/14/2014
"Hampton, VA","Newark, DE",$10.00 ,Hampton Transit Center - 2 W Pembroke Ave,U of Delaware - Parking Lot #6 on Christiana Dr,5:40 PM,12:05 AM,6hrs 25mins,5/28/2014,5/14/2014
"Hampton, VA","Philadelphia, PA",$15.00 ,Hampton Transit Center - 2 W Pembroke Ave,30th St Station,2:00 AM,9:30 AM,7hrs 30mins,5/28/2014,5/14/2014
