depcity,arrcity,fare,deplocation,arrlocation,deptime,arrtime,duration,depdate,scrapedate
"Chicago, IL","Madison, WI",$23.00 ,Union Station S Canal St north of Jackson Blvd.,Dutch Mill Park and Ride,8:30 PM,11:50 PM,3hrs 20mins,5/28/2014,5/14/2014
"Chicago, IL","Madison, WI",$23.00 ,Union Station S Canal St north of Jackson Blvd.,Dutch Mill Park and Ride,10:15 PM,1:20 AM,3hrs 5mins,5/28/2014,5/14/2014
"Chicago, IL","Madison, WI",$5.00 ,Union Station S Canal St south of Jackson Blvd.,Dutch Mill Park and Ride,11:00 PM,1:30 AM,2hrs 30mins,5/28/2014,5/14/2014
"Chicago, IL","Memphis, TN",$41.00 ,Union Station S Canal St south of Jackson Blvd.,MATA North End Terminal,9:05 AM,8:30 PM,11hrs 25mins,5/28/2014,5/14/2014
"Chicago, IL","Memphis, TN",$22.00 ,Union Station S Canal St south of Jackson Blvd.,MATA North End Terminal,9:00 PM,7:45 AM,10hrs 45mins,5/28/2014,5/14/2014
"Chicago, IL","Milwaukee, WI",$9.00 ,Union Station S Canal St south of Jackson Blvd.,"4th Street, North of St Paul",9:15 AM,11:10 AM,1hrs 55mins,5/28/2014,5/14/2014
"Chicago, IL","Milwaukee, WI",$9.00 ,Union Station S Canal St south of Jackson Blvd.,"4th Street, North of St Paul",9:45 PM,11:40 PM,1hrs 55mins,5/28/2014,5/14/2014
"Chicago, IL","Minneapolis, MN",$17.00 ,Union Station S Canal St south of Jackson Blvd.,"Ramp C, 318 3rd Ave N between Washington Ave and Target Field",6:00 AM,2:20 PM,8hrs 20mins,5/28/2014,5/14/2014
"Chicago, IL","Minneapolis, MN",$17.00 ,Union Station S Canal St south of Jackson Blvd.,"Ramp C, 318 3rd Ave N between Washington Ave and Target Field",9:15 AM,5:50 PM,8hrs 35mins,5/28/2014,5/14/2014
"Chicago, IL","Minneapolis, MN",$17.00 ,Union Station S Canal St south of Jackson Blvd.,"Ramp C, 318 3rd Ave N between Washington Ave and Target Field",12:00 PM,8:20 PM,8hrs 20mins,5/28/2014,5/14/2014
"Chicago, IL","Minneapolis, MN",$17.00 ,Union Station S Canal St south of Jackson Blvd.,"Ramp C, 318 3rd Ave N between Washington Ave and Target Field",5:00 PM,1:30 AM,8hrs 30mins,5/28/2014,5/14/2014
"Chicago, IL","Minneapolis, MN",$17.00 ,Union Station S Canal St south of Jackson Blvd.,"Ramp C, 318 3rd Ave N between Washington Ave and Target Field",9:45 PM,6:20 AM,8hrs 35mins,5/28/2014,5/14/2014
"Chicago, IL","Minneapolis, MN",$10.00 ,Union Station S Canal St south of Jackson Blvd.,"Ramp C, 318 3rd Ave N between Washington Ave and Target Field",11:00 PM,7:05 AM,8hrs 5mins,5/28/2014,5/14/2014
"Chicago, IL","Nashville, TN",$21.00 ,Union Station S Canal St south of Jackson Blvd.,704 4th Ave South,9:30 AM,6:40 PM,9hrs 10mins,5/28/2014,5/14/2014
"Chicago, IL","Nashville, TN",$21.00 ,Union Station S Canal St south of Jackson Blvd.,704 4th Ave South,11:59 PM,9:00 AM,9hrs 1mins,5/28/2014,5/14/2014
"Chicago, IL","New York, NY",$64.00 ,Union Station S Canal St south of Jackson Blvd.,7th Ave & 28th St.,11:59 PM,5:40 PM,16hrs 41mins,5/28/2014,5/14/2014
"Chicago, IL","Omaha, NE",$35.00 ,Union Station S Canal St south of Jackson Blvd.,Crossroads Mall - N 72nd St between Dodge St and Cass St,11:15 AM,7:55 PM,8hrs 40mins,5/28/2014,5/14/2014
"Chicago, IL","Omaha, NE",$25.00 ,Union Station S Canal St south of Jackson Blvd.,Crossroads Mall - N 72nd St between Dodge St and Cass St,10:10 PM,6:50 AM,8hrs 40mins,5/28/2014,5/14/2014
"Chicago, IL","St Louis, MO",$19.00 ,Union Station S Canal St south of Jackson Blvd.,West of Union Station - East Side of 21st St near Clark Ave,8:45 AM,2:15 PM,5hrs 30mins,5/28/2014,5/14/2014
"Chicago, IL","St Louis, MO",$31.00 ,Union Station S Canal St south of Jackson Blvd.,West of Union Station - East Side of 21st St near Clark Ave,9:05 AM,2:35 PM,5hrs 30mins,5/28/2014,5/14/2014
"Chicago, IL","St Louis, MO",$10.00 ,Union Station S Canal St south of Jackson Blvd.,West of Union Station - East Side of 21st St near Clark Ave,4:30 PM,10:20 PM,5hrs 50mins,5/28/2014,5/14/2014
"Chicago, IL","St Louis, MO",$19.00 ,Union Station S Canal St south of Jackson Blvd.,West of Union Station - East Side of 21st St near Clark Ave,9:00 PM,2:30 AM,5hrs 30mins,5/28/2014,5/14/2014
"Chicago, IL","St Louis, MO",$19.00 ,Union Station S Canal St south of Jackson Blvd.,West of Union Station - East Side of 21st St near Clark Ave,10:50 PM,4:10 AM,5hrs 20mins,5/28/2014,5/14/2014
"Chicago, IL","St. Paul, MN",$17.00 ,Union Station S Canal St south of Jackson Blvd.,Union Depot Bus Ramp - 240 East Kellogg Blvd,6:00 AM,2:05 PM,8hrs 5mins,5/28/2014,5/14/2014
"Chicago, IL","St. Paul, MN",$17.00 ,Union Station S Canal St south of Jackson Blvd.,Union Depot Bus Ramp - 240 East Kellogg Blvd,9:15 AM,5:35 PM,8hrs 20mins,5/28/2014,5/14/2014
"Chicago, IL","St. Paul, MN",$17.00 ,Union Station S Canal St south of Jackson Blvd.,Union Depot Bus Ramp - 240 East Kellogg Blvd,12:00 PM,8:05 PM,8hrs 5mins,5/28/2014,5/14/2014
"Chicago, IL","St. Paul, MN",$17.00 ,Union Station S Canal St south of Jackson Blvd.,Union Depot Bus Ramp - 240 East Kellogg Blvd,5:00 PM,1:15 AM,8hrs 15mins,5/28/2014,5/14/2014
"Chicago, IL","St. Paul, MN",$17.00 ,Union Station S Canal St south of Jackson Blvd.,Union Depot Bus Ramp - 240 East Kellogg Blvd,9:45 PM,6:05 AM,8hrs 20mins,5/28/2014,5/14/2014
"Chicago, IL","St. Paul, MN",$10.00 ,Union Station S Canal St south of Jackson Blvd.,Union Depot Bus Ramp - 240 East Kellogg Blvd,11:00 PM,6:50 AM,7hrs 50mins,5/28/2014,5/14/2014
"Chicago, IL","State College, PA",$47.00 ,Union Station S Canal St south of Jackson Blvd.,SW Corner of Walmart Parking Lot - 1665 N Atherton St.,11:59 PM,12:40 PM,11hrs 41mins,5/28/2014,5/14/2014
"Chicago, IL","Toledo, OH",$22.00 ,Union Station S Canal St south of Jackson Blvd.,University of Toledo - Parking Lot 23 W Scott Park Drive,9:00 AM,2:25 PM,4hrs 25mins,5/28/2014,5/14/2014
"Chicago, IL","Toledo, OH",$22.00 ,Union Station S Canal St south of Jackson Blvd.,University of Toledo - Parking Lot 23 W Scott Park Drive,4:00 PM,9:35 PM,4hrs 35mins,5/28/2014,5/14/2014
"Chicago, IL","Toledo, OH",$22.00 ,Union Station S Canal St south of Jackson Blvd.,University of Toledo - Parking Lot 23 W Scott Park Drive,11:59 PM,5:25 AM,4hrs 26mins,5/28/2014,5/14/2014
"Christiansburg, VA","Atlanta, GA",$44.00 ,Falling Branch Park & Ride Exit 118A,MARTA Civic Center - 435 W Peachtree St NW,2:15 AM,10:30 AM,8hrs 15mins,5/28/2014,5/14/2014
"Christiansburg, VA","Atlanta, GA",$40.00 ,Falling Branch Park & Ride Exit 118A,MARTA Civic Center - 435 W Peachtree St NW,1:45 PM,10:00 PM,8hrs 15mins,5/28/2014,5/14/2014
"Christiansburg, VA","Knoxville, TN",$15.00 ,Falling Branch Park & Ride Exit 118A,Knoxville Transit Center,2:15 AM,6:45 AM,4hrs 30mins,5/28/2014,5/14/2014
"Christiansburg, VA","Knoxville, TN",$10.00 ,Falling Branch Park & Ride Exit 118A,Knoxville Transit Center,1:45 PM,6:15 PM,4hrs 30mins,5/28/2014,5/14/2014
"Christiansburg, VA","New York, NY",$75.00 ,Falling Branch Park & Ride Exit 118A,7th Ave & 28th St.,2:55 PM,2:40 AM,11hrs 45mins,5/28/2014,5/14/2014
"Christiansburg, VA","Washington, DC",$25.00 ,Falling Branch Park & Ride Exit 118A,Union Station.,3:25 AM,8:00 AM,4hrs 35mins,5/28/2014,5/14/2014
"Christiansburg, VA","Washington, DC",$24.00 ,Falling Branch Park & Ride Exit 118A,Union Station.,2:55 PM,7:30 PM,4hrs 35mins,5/28/2014,5/14/2014
"Cincinnati, OH","Atlanta, GA",$49.00 ,1213 W Central Parkway,MARTA Civic Center - 435 W Peachtree St NW,9:00 AM,6:05 PM,9hrs 5mins,5/28/2014,5/14/2014
"Cincinnati, OH","Atlanta, GA",$58.00 ,1213 W Central Parkway,MARTA Civic Center - 435 W Peachtree St NW,9:00 PM,6:05 AM,9hrs 5mins,5/28/2014,5/14/2014
"Cincinnati, OH","Buffalo, NY",$22.00 ,1213 W Central Parkway,Downtown Terminal,11:30 AM,8:45 PM,9hrs 15mins,5/28/2014,5/14/2014
"Cincinnati, OH","Buffalo, NY",$22.00 ,1213 W Central Parkway,Downtown Terminal,11:30 PM,8:45 AM,9hrs 15mins,5/28/2014,5/14/2014
"Cincinnati, OH","Chattanooga, TN",$33.00 ,1213 W Central Parkway,Eastgate Complex - 5600 Brainerd Rd.,9:00 AM,3:45 PM,6hrs 45mins,5/28/2014,5/14/2014
"Cincinnati, OH","Chattanooga, TN",$38.00 ,1213 W Central Parkway,Eastgate Complex - 5600 Brainerd Rd.,9:00 PM,3:45 AM,6hrs 45mins,5/28/2014,5/14/2014
"Cincinnati, OH","Chicago, IL",$14.00 ,1213 W Central Parkway,Union Station S Canal St south of Jackson Blvd.,8:00 AM,1:10 PM,6hrs 10mins,5/28/2014,5/14/2014
"Cincinnati, OH","Chicago, IL",$14.00 ,U of Cincinnati - W University Ave and Commons Way,Union Station S Canal St south of Jackson Blvd.,8:15 AM,1:10 PM,5hrs 55mins,5/28/2014,5/14/2014
"Cincinnati, OH","Chicago, IL",$14.00 ,1213 W Central Parkway,Union Station S Canal St south of Jackson Blvd.,4:00 PM,9:00 PM,6hrs 0mins,5/28/2014,5/14/2014
"Cincinnati, OH","Chicago, IL",$14.00 ,U of Cincinnati - W University Ave and Commons Way,Union Station S Canal St south of Jackson Blvd.,4:15 PM,9:00 PM,5hrs 45mins,5/28/2014,5/14/2014
"Cincinnati, OH","Chicago, IL",$1.00 ,1213 W Central Parkway,Union Station S Canal St south of Jackson Blvd.,8:00 PM,1:00 AM,6hrs 0mins,5/28/2014,5/14/2014
"Cincinnati, OH","Chicago, IL",$1.00 ,U of Cincinnati - W University Ave and Commons Way,Union Station S Canal St south of Jackson Blvd.,8:15 PM,1:00 AM,5hrs 45mins,5/28/2014,5/14/2014
"Cincinnati, OH","Cleveland, OH",$17.00 ,1213 W Central Parkway,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",11:30 AM,4:45 PM,5hrs 15mins,5/28/2014,5/14/2014
"Cincinnati, OH","Cleveland, OH",$17.00 ,1213 W Central Parkway,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",11:30 PM,4:45 AM,5hrs 15mins,5/28/2014,5/14/2014
"Cincinnati, OH","Columbus, OH",$9.00 ,1213 W Central Parkway,SE corner of Spring St and 4th St,11:30 AM,1:45 PM,2hrs 15mins,5/28/2014,5/14/2014
"Cincinnati, OH","Columbus, OH",$9.00 ,1213 W Central Parkway,SE corner of Spring St and 4th St,11:30 PM,1:45 AM,2hrs 15mins,5/28/2014,5/14/2014
"Cincinnati, OH","Erie, PA",$22.00 ,1213 W Central Parkway,PSU Erie - Erie Lot (on College Dr next to tennis courts),11:30 AM,6:45 PM,7hrs 15mins,5/28/2014,5/14/2014
"Cincinnati, OH","Erie, PA",$22.00 ,1213 W Central Parkway,PSU Erie - Erie Lot (on College Dr next to tennis courts),11:30 PM,6:45 AM,7hrs 15mins,5/28/2014,5/14/2014
"Cincinnati, OH","Indianapolis, IN",$6.00 ,1213 W Central Parkway,200 E Washington St.,8:00 AM,10:45 AM,2hrs 45mins,5/28/2014,5/14/2014
"Cincinnati, OH","Indianapolis, IN",$6.00 ,U of Cincinnati - W University Ave and Commons Way,200 E Washington St.,8:15 AM,10:45 AM,2hrs 30mins,5/28/2014,5/14/2014
"Cincinnati, OH","Indianapolis, IN",$6.00 ,1213 W Central Parkway,200 E Washington St.,4:00 PM,6:35 PM,2hrs 35mins,5/28/2014,5/14/2014
"Cincinnati, OH","Indianapolis, IN",$6.00 ,U of Cincinnati - W University Ave and Commons Way,200 E Washington St.,4:15 PM,6:35 PM,2hrs 20mins,5/28/2014,5/14/2014
"Cincinnati, OH","Indianapolis, IN",$1.00 ,1213 W Central Parkway,200 E Washington St.,8:00 PM,10:35 PM,2hrs 35mins,5/28/2014,5/14/2014
"Cincinnati, OH","Indianapolis, IN",$1.00 ,U of Cincinnati - W University Ave and Commons Way,200 E Washington St.,8:15 PM,10:35 PM,2hrs 20mins,5/28/2014,5/14/2014
"Cincinnati, OH","Knoxville, TN",$33.00 ,1213 W Central Parkway,Knoxville Transit Center,9:00 AM,1:55 PM,4hrs 55mins,5/28/2014,5/14/2014
"Cincinnati, OH","Knoxville, TN",$38.00 ,1213 W Central Parkway,Knoxville Transit Center,9:00 PM,1:55 AM,4hrs 55mins,5/28/2014,5/14/2014
"Cincinnati, OH","Lexington, KY",$16.00 ,1213 W Central Parkway,Lextran Transit Ctr - High Street side  185 East High Street,9:00 AM,10:25 AM,1hrs 25mins,5/28/2014,5/14/2014
"Cincinnati, OH","Lexington, KY",$16.00 ,1213 W Central Parkway,Lextran Transit Ctr - High Street side  185 East High Street,9:00 PM,10:25 PM,1hrs 25mins,5/28/2014,5/14/2014
"Cleveland, OH","Atlanta, GA",$20.00 ,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",MARTA Civic Center - 435 W Peachtree St NW,2:30 AM,6:05 PM,15hrs 35mins,5/28/2014,5/14/2014
"Cleveland, OH","Atlanta, GA",$37.00 ,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",MARTA Civic Center - 435 W Peachtree St NW,2:30 PM,6:05 AM,15hrs 35mins,5/28/2014,5/14/2014
"Cleveland, OH","Buffalo, NY",$17.00 ,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",Downtown Terminal,4:45 AM,8:45 AM,4hrs 0mins,5/28/2014,5/14/2014
"Cleveland, OH","Buffalo, NY",$5.00 ,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",Downtown Terminal,4:45 PM,8:45 PM,4hrs 0mins,5/28/2014,5/14/2014
"Cleveland, OH","State College, PA",$24.00 ,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",SW Corner of Walmart Parking Lot - 1665 N Atherton St.,4:50 AM,10:00 AM,5hrs 10mins,5/28/2014,5/14/2014
"Cleveland, OH","Toledo, OH",$8.00 ,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",University of Toledo - Parking Lot 23 W Scott Park Drive,7:00 AM,9:05 AM,2hrs 5mins,5/28/2014,5/14/2014
"Cleveland, OH","Toledo, OH",$6.00 ,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",University of Toledo - Parking Lot 23 W Scott Park Drive,6:15 PM,8:20 PM,2hrs 5mins,5/28/2014,5/14/2014
"Cleveland, OH","Chattanooga, TN",$127.00 ,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",Eastgate Complex - 5600 Brainerd Rd.,2:30 AM,3:45 PM,13hrs 15mins,5/28/2014,5/14/2014
"Cleveland, OH","Chattanooga, TN",$141.60 ,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",Eastgate Complex - 5600 Brainerd Rd.,2:30 PM,3:45 AM,13hrs 15mins,5/28/2014,5/14/2014
"Cleveland, OH","Chicago, IL",$29.00 ,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",Union Station S Canal St south of Jackson Blvd.,7:00 AM,12:35 PM,6hrs 35mins,5/28/2014,5/14/2014
"Cleveland, OH","Chicago, IL",$29.00 ,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",Union Station S Canal St south of Jackson Blvd.,6:15 PM,11:50 PM,6hrs 35mins,5/28/2014,5/14/2014
"Cleveland, OH","Columbus, OH",$6.00 ,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",SE corner of Spring St and 4th St,2:30 AM,5:30 AM,3hrs 0mins,5/28/2014,5/14/2014
"Cleveland, OH","Columbus, OH",$6.00 ,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",SE corner of Spring St and 4th St,2:30 PM,5:30 PM,3hrs 0mins,5/28/2014,5/14/2014
"Cleveland, OH","Erie, PA",$7.00 ,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",PSU Erie - Erie Lot (on College Dr next to tennis courts),4:45 AM,6:45 AM,2hrs 0mins,5/28/2014,5/14/2014
"Cleveland, OH","Erie, PA",$8.00 ,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",PSU Erie - Erie Lot (on College Dr next to tennis courts),4:45 PM,6:45 PM,2hrs 0mins,5/28/2014,5/14/2014
"Cleveland, OH","Knoxville, TN",$79.00 ,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",Knoxville Transit Center,2:30 AM,1:55 PM,11hrs 25mins,5/28/2014,5/14/2014
"Cleveland, OH","Knoxville, TN",$89.00 ,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",Knoxville Transit Center,2:30 PM,1:55 AM,11hrs 25mins,5/28/2014,5/14/2014
"Cleveland, OH","Lexington, KY",$69.00 ,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",Lextran Transit Ctr - High Street side  185 East High Street,2:30 AM,10:25 AM,7hrs 55mins,5/28/2014,5/14/2014
"Cleveland, OH","Lexington, KY",$89.00 ,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",Lextran Transit Ctr - High Street side  185 East High Street,2:30 PM,10:25 PM,7hrs 55mins,5/28/2014,5/14/2014
"Columbia, MO","Chicago, IL",$42.00 ,Wabash Station,Union Station S Canal St south of Jackson Blvd.,2:00 PM,9:40 PM,7hrs 40mins,5/28/2014,5/14/2014
"Columbia, MO","Kansas City, MO",$10.00 ,Wabash Station,3rd & Grand MetroCenter,4:40 PM,7:30 PM,2hrs 50mins,5/28/2014,5/14/2014
"Columbia, MO","St Louis, MO",$21.00 ,Wabash Station,West of Union Station - East Side of 21st St near Clark Ave,2:00 PM,4:10 PM,2hrs 10mins,5/28/2014,5/14/2014
"Columbia, SC","Athens, GA",$1.00 ,Sumter Street Transit Station,Athens Multi-Modal Trans. Ctr - 775 East Broad St,3:00 AM,6:10 AM,3hrs 10mins,5/28/2014,5/14/2014
"Columbia, SC","Athens, GA",$1.00 ,Sumter Street Transit Station,Athens Multi-Modal Trans. Ctr - 775 East Broad St,12:30 PM,3:30 PM,3hrs 0mins,5/28/2014,5/14/2014
"Columbia, SC","Atlanta, GA",$1.00 ,Sumter Street Transit Station,MARTA Civic Center - 435 W Peachtree St NW,3:00 AM,8:00 AM,5hrs 0mins,5/28/2014,5/14/2014
"Columbia, SC","Atlanta, GA",$1.00 ,Sumter Street Transit Station,MARTA Civic Center - 435 W Peachtree St NW,12:30 PM,5:20 PM,4hrs 50mins,5/28/2014,5/14/2014
"Columbia, SC","Atlanta, GA",$1.00 ,Sumter Street Transit Station,MARTA Civic Center - 435 W Peachtree St NW,10:30 PM,2:15 AM,3hrs 45mins,5/28/2014,5/14/2014
"Columbia, SC","Durham, NC",$3.00 ,Sumter Street Transit Station,Willard St. outside of Durham Station Transportation Center,12:45 AM,5:30 AM,4hrs 45mins,5/28/2014,5/14/2014
"Columbia, SC","Durham, NC",$1.00 ,Sumter Street Transit Station,Willard St. outside of Durham Station Transportation Center,11:15 AM,4:10 PM,4hrs 55mins,5/28/2014,5/14/2014
"Columbia, SC","Durham, NC",$1.00 ,Sumter Street Transit Station,Willard St. outside of Durham Station Transportation Center,4:00 PM,9:00 PM,5hrs 0mins,5/28/2014,5/14/2014
"Columbia, SC","Fayetteville, NC",$3.00 ,Sumter Street Transit Station,Fayetteville Transit Center,12:45 AM,4:00 AM,3hrs 15mins,5/28/2014,5/14/2014
"Columbia, SC","Fayetteville, NC",$1.00 ,Sumter Street Transit Station,Fayetteville Transit Center,11:15 AM,2:35 PM,3hrs 20mins,5/28/2014,5/14/2014
"Columbia, SC","Fayetteville, NC",$1.00 ,Sumter Street Transit Station,Fayetteville Transit Center,4:00 PM,7:30 PM,3hrs 30mins,5/28/2014,5/14/2014
"Columbus, OH","Atlanta, GA",$74.00 ,SE corner of Spring St and 4th St,MARTA Civic Center - 435 W Peachtree St NW,5:30 AM,6:05 PM,12hrs 35mins,5/28/2014,5/14/2014
"Columbus, OH","Atlanta, GA",$34.00 ,SE corner of Spring St and 4th St,MARTA Civic Center - 435 W Peachtree St NW,5:30 PM,6:05 AM,12hrs 35mins,5/28/2014,5/14/2014
"Columbus, OH","Buffalo, NY",$25.00 ,SE corner of Spring St and 4th St,Downtown Terminal,1:45 AM,8:45 AM,7hrs 0mins,5/28/2014,5/14/2014
"Columbus, OH","Buffalo, NY",$25.00 ,SE corner of Spring St and 4th St,Downtown Terminal,1:45 PM,8:45 PM,7hrs 0mins,5/28/2014,5/14/2014
"Columbus, OH","Chattanooga, TN",$74.00 ,SE corner of Spring St and 4th St,Eastgate Complex - 5600 Brainerd Rd.,5:30 AM,3:45 PM,10hrs 15mins,5/28/2014,5/14/2014
"Columbus, OH","Chattanooga, TN",$59.00 ,SE corner of Spring St and 4th St,Eastgate Complex - 5600 Brainerd Rd.,5:30 PM,3:45 AM,10hrs 15mins,5/28/2014,5/14/2014
"Columbus, OH","Chicago, IL",$25.00 ,SE corner of Spring St and 4th St,Union Station S Canal St south of Jackson Blvd.,10:40 AM,4:30 PM,6hrs 50mins,5/28/2014,5/14/2014
"Columbus, OH","Cincinnati, OH",$9.00 ,SE corner of Spring St and 4th St,1213 W Central Parkway,5:30 AM,7:45 AM,2hrs 15mins,5/28/2014,5/14/2014
"Columbus, OH","Cincinnati, OH",$9.00 ,SE corner of Spring St and 4th St,1213 W Central Parkway,5:30 PM,7:45 PM,2hrs 15mins,5/28/2014,5/14/2014
"Columbus, OH","Cleveland, OH",$6.00 ,SE corner of Spring St and 4th St,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",1:45 AM,4:45 AM,3hrs 0mins,5/28/2014,5/14/2014
"Columbus, OH","Cleveland, OH",$6.00 ,SE corner of Spring St and 4th St,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",1:45 PM,4:45 PM,3hrs 0mins,5/28/2014,5/14/2014
"Columbus, OH","Erie, PA",$25.00 ,SE corner of Spring St and 4th St,PSU Erie - Erie Lot (on College Dr next to tennis courts),1:45 AM,6:45 AM,5hrs 0mins,5/28/2014,5/14/2014
"Columbus, OH","Erie, PA",$25.00 ,SE corner of Spring St and 4th St,PSU Erie - Erie Lot (on College Dr next to tennis courts),1:45 PM,6:45 PM,5hrs 0mins,5/28/2014,5/14/2014
"Columbus, OH","Indianapolis, IN",$15.00 ,SE corner of Spring St and 4th St,200 E Washington St.,10:40 AM,2:05 PM,3hrs 25mins,5/28/2014,5/14/2014
"Columbus, OH","Knoxville, TN",$39.00 ,SE corner of Spring St and 4th St,Knoxville Transit Center,5:30 AM,1:55 PM,8hrs 25mins,5/28/2014,5/14/2014
"Columbus, OH","Knoxville, TN",$39.00 ,SE corner of Spring St and 4th St,Knoxville Transit Center,5:30 PM,1:55 AM,8hrs 25mins,5/28/2014,5/14/2014
"Columbus, OH","Lexington, KY",$74.00 ,SE corner of Spring St and 4th St,Lextran Transit Ctr - High Street side  185 East High Street,5:30 AM,10:25 AM,4hrs 55mins,5/28/2014,5/14/2014
"Columbus, OH","Lexington, KY",$39.00 ,SE corner of Spring St and 4th St,Lextran Transit Ctr - High Street side  185 East High Street,5:30 PM,10:25 PM,4hrs 55mins,5/28/2014,5/14/2014
"Dallas/Fort Worth, TX","Austin, TX",$5.00 ,"710 Davis St, Grand Prairie",Whitis Ave b/t W 20th St and W 21st St,5:45 AM,9:40 AM,3hrs 55mins,5/28/2014,5/14/2014
"Dallas/Fort Worth, TX","Austin, TX",$5.00 ,"DART East Transfer Center, 330 North Olive Street",Whitis Ave b/t W 20th St and W 21st St,6:25 AM,9:40 AM,3hrs 15mins,5/28/2014,5/14/2014
"Dallas/Fort Worth, TX","Austin, TX",$10.00 ,"710 Davis St, Grand Prairie",Whitis Ave b/t W 20th St and W 21st St,1:00 PM,4:55 PM,3hrs 55mins,5/28/2014,5/14/2014
"Dallas/Fort Worth, TX","Austin, TX",$10.00 ,"DART East Transfer Center, 330 North Olive Street",Whitis Ave b/t W 20th St and W 21st St,1:40 PM,4:55 PM,3hrs 15mins,5/28/2014,5/14/2014
"Dallas/Fort Worth, TX","Austin, TX",$10.00 ,"710 Davis St, Grand Prairie",Whitis Ave b/t W 20th St and W 21st St,8:30 PM,11:55 PM,3hrs 25mins,5/28/2014,5/14/2014
"Dallas/Fort Worth, TX","Austin, TX",$10.00 ,"DART East Transfer Center, 330 North Olive Street",Whitis Ave b/t W 20th St and W 21st St,9:05 PM,11:55 PM,2hrs 50mins,5/28/2014,5/14/2014
"Dallas/Fort Worth, TX","Chicago, IL",$85.00 ,"710 Davis St, Grand Prairie",Union Station S Canal St south of Jackson Blvd.,11:10 AM,8:15 AM,21hrs 5mins,5/28/2014,5/14/2014
"Dallas/Fort Worth, TX","Chicago, IL",$85.00 ,"DART East Transfer Center, 330 North Olive Street",Union Station S Canal St south of Jackson Blvd.,11:45 AM,8:15 AM,20hrs 30mins,5/28/2014,5/14/2014
"Dallas/Fort Worth, TX","Chicago, IL",$30.00 ,"710 Davis St, Grand Prairie",Union Station S Canal St south of Jackson Blvd.,11:20 PM,8:25 PM,21hrs 5mins,5/28/2014,5/14/2014
"Dallas/Fort Worth, TX","Chicago, IL",$30.00 ,"DART East Transfer Center, 330 North Olive Street",Union Station S Canal St south of Jackson Blvd.,11:55 PM,8:25 PM,20hrs 30mins,5/28/2014,5/14/2014
"Dallas/Fort Worth, TX","Houston, TX",$4.00 ,"710 Davis St, Grand Prairie",815 Pierce St near Travis St,7:15 AM,11:45 AM,4hrs 30mins,5/28/2014,5/14/2014
"Dallas/Fort Worth, TX","Houston, TX",$4.00 ,"DART East Transfer Center, 330 North Olive Street",815 Pierce St near Travis St,7:50 AM,11:45 AM,3hrs 55mins,5/28/2014,5/14/2014
"Dallas/Fort Worth, TX","Houston, TX",$4.00 ,"710 Davis St, Grand Prairie",815 Pierce St near Travis St,11:15 AM,3:45 PM,4hrs 30mins,5/28/2014,5/14/2014
"Dallas/Fort Worth, TX","Houston, TX",$4.00 ,"DART East Transfer Center, 330 North Olive Street",815 Pierce St near Travis St,11:50 AM,3:45 PM,3hrs 55mins,5/28/2014,5/14/2014
"Dallas/Fort Worth, TX","Houston, TX",$4.00 ,"710 Davis St, Grand Prairie",815 Pierce St near Travis St,3:15 PM,7:45 PM,4hrs 30mins,5/28/2014,5/14/2014
"Dallas/Fort Worth, TX","Houston, TX",$4.00 ,"DART East Transfer Center, 330 North Olive Street",815 Pierce St near Travis St,3:50 PM,7:45 PM,3hrs 55mins,5/28/2014,5/14/2014
"Dallas/Fort Worth, TX","Houston, TX",$4.00 ,"710 Davis St, Grand Prairie",815 Pierce St near Travis St,7:45 PM,12:15 AM,4hrs 30mins,5/28/2014,5/14/2014
"Dallas/Fort Worth, TX","Houston, TX",$4.00 ,"DART East Transfer Center, 330 North Olive Street",815 Pierce St near Travis St,8:20 PM,12:15 AM,3hrs 55mins,5/28/2014,5/14/2014
